,name,size,types,subtype,alignment,armor_class,hit_points,str_stats,dex_stats,con_stats,int_stats,wis_stats,cha_stats,dmg_vul,dmg_resist,dmg_immun,condition_immun,cr,legendary_desc,size_m
507,Hraesvelgr The Corpse Swallower,Huge,giant,shapechanger,"titan), neutral",19,241,25,10,20,16,17,20,,"lightning, thunder","cold; bludgeoning, piercing, and slashing from nonmagical weapons",exhaustion,19.0,"Hraesvelgr can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. Hraesvelgr regains spent legendary actions at the start of his turn.",6.86
508,Hulking Whelp,Small,fey,shapechanger,chaotic neutral,15,94,21,10,18,7,14,9,,"bludgeoning, piercing, and slashing from nonmagical weapons",,,5.0,,0.9
509,Hundun,Large,celestial,,chaotic good,18,153,20,14,16,4,20,18,,"lightning, thunder; bludgeoning, piercing, and slashing from nonmagical weapons","acid, psychic","blinded, charmed, deafened, exhaustion, frightened, stunned, unconscious",10.0,,3.5
510,Hunter Shark,Large,beast,,unaligned,12,45,18,13,15,1,10,4,,,,,2.0,,3.5
511,Hydra,Huge,monstrosity,,unaligned,15,172,20,12,20,2,10,7,,,,,8.0,,6.86
512,Hyena,Medium,beast,,unaligned,11,5,11,13,12,2,12,5,,,,,0.0,,1.8
513,Ia'affrat,Large,swarm of Tiny elementals,,lawful evil,17,170,3,21,16,20,18,23,,,"fire, poison; bludgeoning, piercing, slashing","charmed, frightened, paralyzed, petrified, prone, poisoned, restrained, stunned",15.0,,3.5
514,Ice Devil,Large,fiend,devil,lawful evil,18,180,21,14,18,18,15,18,,"bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison",poisoned,14.0,,3.5
515,Ice Maiden,Medium,fey,,lawful evil,16,84,12,17,15,19,13,23,,"bludgeoning, piercing, and slashing from nonmagical weapons",cold,,6.0,,1.8
516,Ice Mephit,Small,elemental,,neutral evil,11,21,7,13,10,9,11,12,"bludgeoning, fire",,"cold, poison",poisoned,0.5,,0.9
517,Ichneumon,Large,monstrosity,,unaligned,16,123,22,18,18,6,14,12,,"acid, cold, fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical attacks",,,11.0,,3.5
518,Idolic Deity,Small,construct,,neutral evil,17,90,14,20,18,10,11,20,,"cold; bludgeoning, piercing, and slashing from nonmagical weapons",poison,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned",8.0,,0.9
519,Ijiraq,Medium,fey,,chaotic neutral,14,127,17,13,19,11,15,9,,"bludgeoning, piercing, and slashing from nonmagical attacks",,,7.0,,1.8
520,Imp,Tiny,fiend,devil,lawful evil,13,10,6,17,13,11,12,14,,"cold; bludgeoning, piercing, and slashing from nonmagical/nonsilver weapons","fire, poison",poisoned,1.0,,0.6
521,Imy-Ut Ushabti,Medium,monstrosity,,neutral,15,97,17,14,15,6,10,5,,bludgeoning,,"exhaustion, frightened",3.0,,1.8
522,Incinis,Large,elemental,,neutral evil,17,171,12,20,18,10,16,10,,"bludgeoning, piercing, and slashing from nonmagical attacks","fire, poison","exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious",10.0,,3.5
523,Infernal Knight,Medium,fiend,devil,lawful evil,18,247,24,14,20,17,21,20,,"cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered","fire, necrotic, poison","charmed, exhaustion, frightened, poisoned",16.0,,1.8
524,Ink Devil,Small,fiend,devil,lawful evil,14,54,12,18,12,20,8,18,,"cold; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison",poisoned,2.0,,0.9
525,Ink Guardian,Large,ooze,,unaligned,8,102,16,7,16,6,6,1,,"fire, slashing, thunder",acid,"blinded, charmed, deafened, exhaustion, frightened, prone",4.0,,3.5
526,Inkling,Tiny,construct,,unaligned,12,10,4,14,10,14,12,10,,,,,0.25,,0.6
527,Invisible Stalker,Medium,elemental,,neutral,14,104,16,19,14,10,15,11,,"bludgeoning, piercing, and slashing from nonmagical weapons",poison,"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious",6.0,,1.8
528,Iron Golem,Large,construct,,unaligned,20,210,24,9,20,3,11,1,,,"fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",16.0,,3.5
529,Iron Sphere,Small,construct,,unaligned,16,60,16,13,18,4,10,3,,"cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks","lightning, necrotic, poison, psychic, radiant","charmed, exhaustion, frightened, poisoned, prone",5.0,,0.9
530,Isonade,Gargantuan,monstrosity,,chaotic neutral,18,222,30,14,26,6,18,8,,,ability damage/drain,,14.0,,10.0
531,J'ba Fofi Spider,Large,beast,,unaligned,18,75,17,17,15,4,13,6,,,,,3.0,,3.5
532,Jaanavar Jal,Huge,monstrosity,,unaligned,15,172,20,14,20,6,13,10,cold,,fire,,7.0,,6.86
533,Jackal,Small,beast,,unaligned,12,3,8,15,11,3,12,6,,,,,0.0,,0.9
534,Jaculus,Small,dragon,,neutral evil,18,65,14,18,17,13,13,13,,"acid, lightning",,,3.0,,0.9
535,Jiangshi,Medium,undead,,chaotic evil,15,117,17,10,14,6,12,14,fire,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",poison,"blinded, exhaustion, poisoned",6.0,,1.8
536,Jinmenju,Huge,plant,,chaotic neutral,14,126,16,1,19,17,8,22,,,"bludgeoning, piercing, and slashing from nonmagical attacks","exhaustion, prone",9.0,"The jinmenju can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The jinmenju regains spent legendary actions at the start of its turn.",6.86
537,Jotun Giant,Gargantuan,giant,,chaotic neutral,20,407,30,8,26,18,20,14,,"bludgeoning, piercing, and slashing from nonmagical weapons",,,22.0,"The Jotun giant can take 1 legendary action, and only at the end of another creature's turn. The giant regains the spent legendary action at the start of its turn.",10.0
538,Junk Shaman,Small,humanoid,kobold,lawful neutral,12,42,6,14,11,11,17,9,,,,,2.0,,0.9
539,Kalke,Small,fiend,,neutral evil,14,9,8,17,12,13,7,13,,,,,0.25,,0.9
540,Kallikantzaros,Small,fey,,chaotic evil,13,59,15,13,10,6,8,10,,,,,2.0,,0.9
541,Kapi,Medium,humanoid,simian,chaotic good,14,13,14,18,10,11,13,9,,,,,0.5,,1.8
542,Kappa,Small,fey,,chaotic neutral or chaotic evil,16,49,18,14,12,7,14,8,,,,,2.0,,0.9
543,Karakura,Medium,fiend,shapechanger,neutral evil,15,76,7,18,11,15,13,20,radiant,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,poisoned,5.0,,1.8
544,Keg Golem,Medium,construct,,unaligned,11,45,16,10,16,8,7,3,,"bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine","poison, psychic","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",3.0,,1.8
545,Kikimora,Medium,fey,,chaotic neutral,15,65,13,18,15,12,16,21,,"bludgeoning, piercing, and slashing from",,,5.0,,1.8
546,Killer Whale,Huge,beast,,unaligned,12,90,19,10,13,3,12,7,,,,,3.0,,6.86
547,King Kobold,Small,humanoid,kobold,lawful neutral,15,112,8,20,12,14,14,15,,,,,6.0,,0.9
548,Kinnara,Medium,celestial,,lawful good,14,65,12,15,14,13,16,19,,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks",,"charmed, exhaustion, frightened",3.0,,1.8
549,Kishi Demon,Medium,fiend,demon,chaotic evil,18,119,19,20,19,15,11,22,,"cold, fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical weapons",poison,poisoned,8.0,,1.8
550,Kitsune,Small,fey,shapechanger,chaotic neutral,12,49,8,15,11,12,15,14,,,,,2.0,,0.9
551,Knight,Medium,humanoid,any race,any alignment,18,52,16,11,14,11,11,15,,,,,3.0,,1.8
552,Knight of the Road,Medium,humanoid,elf,lawful evil,16,117,14,18,14,14,12,16,,,,,5.0,,1.8
553,Kobold,Small,humanoid,kobold,lawful evil,12,5,7,15,9,8,7,8,,,,,0.125,,0.9
554,Kobold Alchemist,Small,humanoid,kobold,lawful neutral,15,44,7,16,15,16,9,8,,,poison,poisoned,2.0,,0.9
555,Kobold Chieftain,Small,humanoid,kobold,lawful evil,17,82,10,17,14,11,13,14,,,,"charmed, frightened",4.0,,0.9
556,Kobold Trapsmith,Small,humanoid,,lawful neutral,14,36,7,16,12,16,13,8,,,,,1.0,,0.9
557,Kongamato,Large,beast,,unaligned,16,112,19,18,14,2,10,7,,,,,5.0,,3.5
558,Koralk (Harvester Devil),Large,fiend,devil,lawful evil,15,136,16,13,17,10,11,13,,"cold; bludgeoning, piercing, and slashing damage from nonmagical weapons that aren't silvered","fire, poison",poisoned,11.0,,3.5
559,Korrigan,Small,fey,,chaotic neutral,14,66,11,16,14,10,14,17,,,,"charmed, exhaustion",3.0,,0.9
560,Koschei,Medium,fiend,,neutral evil,18,135,22,12,17,17,13,21,,"cold, lightning","necrotic; bludgeoning, piercing, and slashing damage from nonmagical weapons","charmed, exhaustion, frightened",17.0,"Koschei can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. Koschei regains spent legendary actions at the start of its turn.",1.8
561,Kot Bayun,Medium,monstrosity,,neutral,15,44,16,16,13,12,16,17,,,,,2.0,,1.8
562,Krake Spawn,Huge,monstrosity,,neutral evil,16,150,24,12,22,17,15,18,,,"cold, poison, psychic","charmed, poisoned",9.0,,6.86
563,Kraken,Gargantuan,monstrosity,titan,chaotic evil,18,472,30,11,25,22,18,20,,,"lightning; bludgeoning, piercing, and slashing from nonmagical weapons","frightened, paralyzed",23.0,"The kraken can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The kraken regains spent legendary actions at the start of its turn.",10.0
564,Kryt,Medium,humanoid,kryt,neutral evil,15,120,20,10,16,6,18,6,,,,exhaustion,5.0,,1.8
565,Kuunganisha,Small,fiend,,any evil,13,17,6,17,11,10,12,13,,"fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks not made with silver",poison,poisoned,2.0,,0.9
566,Külmking,Large,undead,,chaotic evil,14,127,17,15,16,12,18,17,,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison","charmed, exhaustion, poisoned",9.0,,3.5
567,Labyrinth Keeper,Large,monstrosity,,chaotic evil,15,119,18,11,16,10,12,16,,,,,5.0,,3.5
568,Lady in White,Medium,undead,,any alignment,12,49,6,14,10,10,11,18,,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","cold, necrotic, poison","charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained",2.0,,1.8
569,Laestrigonian Giant,Large,giant,,chaotic evil,13,95,20,14,18,9,11,8,,,,,4.0,,3.5
570,Lake Troll,Large,giant,,chaotic evil,15,126,20,13,20,8,10,6,,,,,7.0,,3.5
571,Lamassu,Large,celestial,,lawful good,17,147,18,14,20,17,18,16,,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks",,"charmed, exhaustion, frightened",10.0,"The lamassu can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The lamassu regains spent legendary actions at the start of its turn.",3.5
572,Lamia,Large,monstrosity,,chaotic evil,13,97,16,13,15,14,15,16,,,,,4.0,,3.5
573,Lantern Dragonette,Tiny,dragon,,lawful neutral,13,28,7,12,13,16,13,12,,,,"paralyzed, unconscious",0.5,,0.6
574,Lemure,Medium,fiend,devil,lawful evil,7,13,10,5,11,1,11,3,,cold,"fire, poison","charmed, frightened, poisoned",0.0,,1.8
575,Lemurfolk,Small,humanoid,lemurfolk,neutral,13,14,10,15,11,12,10,8,,,,,0.25,,0.9
576,Lemurfolk Greyfur,Small,humanoid,lemurfolk,neutral,13,67,9,16,12,16,12,10,,,,,4.0,,0.9
577,Leonino,Tiny,beast,,unaligned,13,13,10,16,14,8,8,12,,,,,0.125,,0.6
578,Leshy,Medium,monstrosity,,chaotic neutral,14,84,16,12,14,14,15,16,,,,,1.0,,1.8
579,Lesser Scrag,Medium,monstrosity,,chaotic evil,13,45,18,10,15,8,10,9,,,,,2.0,,1.8
580,Library Automaton,Small,construct,,lawful neutral,13,7,8,13,10,14,12,8,,,poison,"charmed, poisoned",0.5,,0.9
581,Lich,Medium,undead,,any evil alignment,17,135,11,16,16,20,14,16,,"cold, lightning, necrotic","poison; bludgeoning, piercing, and slashing from nonmagical weapons","charmed, exhaustion, frightened, paralyzed, poisoned",21.0,"The lich can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The lich regains spent legendary actions at the start of its turn.",1.8
582,Lich Hound,Medium,undead,,neutral evil,14,119,10,18,18,6,10,16,,piercing and bludgeoning from nonmagical weapons,poison,"exhaustion, poisoned",4.0,,1.8
583,Light Cavalry,Medium,humanoid,dragonborn,lawful neutral,14,39,15,12,15,8,14,9,,fire,,,1.0,,1.8
584,Light Dragon Wyrmling,Medium,dragon,,neutral good,13,39,14,10,15,12,14,13,,"bludgeoning, piercing, and slashing from nonmagical attacks",radiant,blinded,2.0,,1.8
585,Likho,Medium,monstrosity,,chaotic evil,15,90,16,18,16,13,16,21,,,,,6.0,,1.8
586,Lindwurm,Large,dragon,,neutral evil,15,136,18,20,16,6,12,8,,,cold,"paralyzed, prone, unconscious",5.0,,3.5
587,Lion,Large,beast,,unaligned,12,26,17,15,13,3,12,8,,,,,1.0,,3.5
588,Liosalfar,Large,elemental,,neutral,17,110,10,25,10,18,18,12,,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical weapons","poison, psychic, radiant","blinded, charmed, exhaustion (see Lightform special ability), grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious",8.0,,3.5
589,Living Shade,Medium,fey,,neutral,12,18,6,14,10,9,10,12,radiant,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison","exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained",0.25,,1.8
590,Living Star,Huge,celestial,,any alignment,19,207,24,22,21,21,19,22,,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison, radiant","charmed, frightened, poisoned, stunned",19.0,,6.86
591,Living Wick,Small,construct,,unaligned,13,28,10,10,10,5,5,5,,,"poison, psychic","blinded, charmed, deafened, exhaustion, frightened, paralyzed, petrified, poisoned, unconscious",0.25,,0.9
592,Lizard,Tiny,beast,,unaligned,10,2,2,11,10,1,8,3,,,,,0.0,,0.6
593,Lizardfolk,Medium,humanoid,lizardfolk,neutral,15,22,15,10,13,7,12,7,,,,,0.5,,1.8
594,Lord Of The Hunt,Medium,fey,,lawful neutral,18,229,21,18,19,14,18,15,,"bludgeoning, piercing, and slashing from weapons that aren't made of cold iron","cold, poison","exhaustion, charmed, frightened, poisoned",18.0,"The Lord of the Hunt can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The Lord of the Hunt regains spent legendary actions at the start of his turn.",1.8
595,Lord Zombie,Medium,undead,,neutral evil,15,82,16,14,16,10,13,15,,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silver","necrotic, poison","exhaustion, poisoned",5.0,"The zombie lord can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. It regains spent legendary actions at the start of its turn.",1.8
596,Lorelei,Medium,fey,,chaotic evil,15,76,10,21,18,16,16,23,,,,,5.0,,1.8
597,Lost Minotaur,Large,undead,,neutral evil,16,114,20,10,18,5,12,8,radiant,necrotic,"cold, poison","charmed, exhaustion, frightened, paralyzed, poisoned, stunned",8.0,,3.5
598,Lotus Golem,Large,construct,,unaligned,14,82,14,19,14,6,12,4,,"bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine","cold, fire, poison, psychic","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",9.0,,3.5
599,Lou Carcolh,Medium,monstrosity,,unaligned,14,78,15,14,14,3,10,10,,,,,2.0,,1.8
600,Loxoda,Huge,monstrosity,,neutral evil,13,147,19,12,19,12,14,10,,,,,6.0,,6.86
601,Lunar Devil,Large,fiend,devil,lawful evil,16,94,21,21,20,16,15,18,,"cold; bludgeoning, piercing, and slashing damage from nonmagical weapons that aren't silvered","fire, poison",poisoned,8.0,,3.5
602,Lystrosaurus,Medium,beast,,unaligned,14,45,16,10,16,2,9,6,,,,,2.0,,1.8
603,Mage,Medium,humanoid,any race,any alignment,12,40,9,14,11,17,12,11,,,,,6.0,,1.8
604,Magma Mephit,Small,elemental,,neutral evil,11,22,8,12,12,7,10,10,cold,,"fire, poison",poisoned,0.5,,0.9
605,Magmin,Small,elemental,,chaotic neutral,14,9,7,15,12,8,11,10,,"bludgeoning, piercing, and slashing from nonmagical weapons",fire,,0.5,,0.9
606,Mahoru,Large,monstrosity,,unaligned,15,91,18,19,14,3,12,7,,,,,3.0,,3.5
607,Malakbel,Medium,fiend,demon,chaotic evil,14,102,14,17,19,13,16,20,,"cold, lightning; bludgeoning, piercing, and slashing damage from nonmagical weapons","fire, radiant, poison","blinded, poisoned",9.0,,1.8
608,Mallqui,Medium,undead,,lawful neutral,14,120,16,9,16,11,16,14,,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical weapons","necrotic, poison","charmed, exhaustion, frightened, paralyzed, poisoned",8.0,,1.8
609,Malphas (Storm Crow),Medium,fey,,neutral evil,16,120,19,19,16,14,13,14,,,,,6.0,,1.8
610,Mammon,Huge,fiend,devil,lawful evil,20,378,22,13,24,23,21,26,,cold,"fire, poison; bludgeoning, piercing, and slashing from weapons that aren't silvered","charmed, exhaustion, frightened, poisoned",25.0,"Mammon can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. Mammon regains spent legendary actions at the start of his turn.",6.86
611,Mammoth,Huge,beast,,unaligned,13,126,24,9,21,3,11,6,,,,,6.0,,6.86
612,Mamura,Small,aberration,fey,neutral evil,16,97,8,18,19,17,11,16,,"bludgeoning, piercing, and slashing from nonmagical weapons",,,6.0,,0.9
613,Manabane Scarab Swarm,Medium,Swarm of Tiny beasts,,unaligned,15,75,3,16,16,1,13,2,,"bludgeoning, piercing, slashing",,"charmed, frightened, paralyzed, petrified, prone, restrained, stunned",4.0,,1.8
614,Manastorm Golem,Medium,construct,,unaligned,14,90,6,14,14,16,8,1,,"bludgeoning, piercing, and slashing from magical weapons","acid, cold, fire, lightning, necrotic, poison, psychic, radiant, thunder","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",8.0,,1.8
615,Mandrake,Tiny,plant,,unaligned,8,22,10,6,16,1,9,12,,,poison,"exhaustion, poisoned",0.5,,0.6
616,Mandriano,Large,plant,,lawful evil,13,60,15,6,15,10,10,7,fire,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",poison,"exhaustion, poisoned",5.0,,3.5
617,Manticore,Large,monstrosity,,lawful evil,14,68,17,16,17,7,12,8,,,,,3.0,,3.5
618,Map Mimic,Tiny,aberration,shapechanger,neutral,14,32,10,15,14,13,15,16,,,acid,prone,0.25,,0.6
619,Marilith,Large,fiend,demon,chaotic evil,18,189,18,20,20,18,16,20,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons",poison,poisoned,16.0,,3.5
620,Mask Wight,Medium,undead,,neutral evil,19,207,22,18,24,15,16,18,,"acid, fire, lightning, cold; bludgeoning, piercing, and slashing from nonmagical weapons","necrotic, poison","charmed, frightened, paralyzed, petrified, poisoned, stunned, unconscious",13.0,,1.8
621,Mastiff,Medium,beast,,unaligned,12,5,13,14,12,3,12,7,,,,,0.125,,1.8
622,Matriarch Serpentine Lamia,Large,monstrosity,,neutral evil,15,90,12,17,16,8,15,19,,,,,5.0,,3.5
623,Mavka,Medium,undead,,chaotic evil,17,170,20,15,18,13,13,18,,"acid, fire, necrotic; bludgeoning, piercing, and slashing from nonmagical weapons","cold, lightning",,12.0,,1.8
624,Mbielu,Huge,beast,,unaligned,15,95,19,14,16,2,12,6,,,,,3.0,,6.86
625,"Mechuiti, Demon Lord Of Apes",Gargantuan,fiend,demon,chaotic evil,19,370,29,19,27,18,18,22,,,"acid, fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical weapons","charmed, frightened, poisoned, stunned",27.0,"Mechuiti can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. Mechuiti regains spent legendary actions at the start of its turn.",10.0
626,Medusa,Medium,monstrosity,,lawful evil,15,127,10,15,16,12,13,15,,,,,6.0,,1.8
627,Megapede,Large,monstrosity,,unaligned,15,75,17,14,15,2,7,3,,,acid,,3.0,,3.5
628,Merfolk,Medium,humanoid,merfolk,neutral,11,11,10,13,12,11,11,12,,,,,0.125,,1.8
629,Merrow,Large,monstrosity,,chaotic evil,13,45,18,10,15,8,10,9,,,,,2.0,,3.5
630,Mi-Go,Medium,plant,,neutral evil,17,76,16,19,21,25,15,13,,"radiant, cold",,,5.0,,1.8
631,Millitaur,Large,monstrosity,,neutral,14,85,18,14,16,8,12,10,,poison; bludgeoning and slashing from nonmagical weapons,,prone,3.0,,3.5
632,Mimic,Medium,monstrosity,shapechanger,neutral,12,58,17,12,15,5,13,8,,,acid,prone,2.0,,1.8
633,Mindrot Thrall,Medium,plant,,neutral,15,82,15,14,17,11,14,6,,bludgeoning and piercing from nonmagical weapons,"acid, poison","charmed, frightened, poisoned",3.0,,1.8
634,Minotaur,Large,monstrosity,,chaotic evil,14,76,18,11,16,6,16,9,,,,,3.0,,3.5
635,Minotaur Skeleton,Large,undead,,lawful evil,12,67,18,11,15,6,8,5,bludgeoning,,poison,"exhaustion, poisoned",2.0,,3.5
636,Mirager,Medium,fey,shapechanger,neutral evil,13,78,12,16,14,10,14,20,,,,,3.0,,1.8
637,Miremal,Small,fey,,chaotic evil,13,22,10,16,12,10,12,8,,,,,0.5,,0.9
638,Mirror Hag,Medium,fey,,chaotic neutral,16,168,15,16,22,12,14,19,,thunder,,"charmed, frightened",6.0,,1.8
639,Mngwa,Medium,aberration,,neutral evil,16,91,19,17,15,11,17,17,,,,,4.0,,1.8
640,Mold Zombie,Medium,undead,,chaotic evil,13,75,17,8,16,3,6,5,,,"necrotic, poison","exhaustion, poisoned",3.0,,1.8
641,Monarch Skeleton,Medium,undead,,neutral evil,16,142,21,14,20,12,14,8,,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silver","necrotic, poison","charmed, exhaustion, paralyzed, petrified, poisoned",9.0,,1.8
642,Monkey King,Medium,celestial,,neutral,21,262,19,24,22,16,21,17,,,"necrotic, poison, radiant","charmed, frightened, poisoned, stunned",21.0,"The Monkey King can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The Monkey King regains spent legendary actions at the start of his turn.",1.8
643,Monolith Champion,Large,construct,,unaligned,17,102,19,12,16,10,10,10,,,"poison, bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhaustion, frightened, paralyzed, poisoned",8.0,,3.5
644,Monolith Footman,Large,construct,,unaligned,14,60,18,12,14,10,10,10,,,"poison, bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhaustion, frightened, paralyzed, poisoned",3.0,,3.5
645,Moon Drake,Medium,dragon,,neutral,15,76,10,20,19,13,18,14,varies (see Moonbound),varies (see Moonbound),,"paralyzed, unconscious",5.0,,1.8
646,Moon Nymph,Medium,aberration,,chaotic neutral,13,110,5,17,12,13,15,17,,"necrotic, radiant",psychic,,8.0,,1.8
647,Moonchild Naga,Large,monstrosity,,neutral evil,15,75,17,18,14,12,16,18,,,poison,"charmed, poisoned",6.0,,3.5
648,Moonlit King,Medium,fey,,neutral good,17,170,16,20,18,20,18,20,,"acid; bludgeoning, piercing, and slashing from weapons that aren't made of cold iron.","cold, fire, poison","charmed, frightened, poisoned",17.0,"The Moonlit King can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The Moonlit King regains spent legendary actions at the start of his turn.",1.8
649,Mordant Snare,Gargantuan,aberration,,chaotic evil,18,264,23,16,22,15,14,6,,bludgeoning from nonmagical weapons,acid,prone,15.0,,10.0
650,Morko,Small,fey,,chaotic evil,12,17,12,15,11,12,10,8,,,"fire, poison",,0.25,,0.9
651,Morphoi,Medium,plant,shapechanger,chaotic evil,13,33,11,16,13,14,10,15,,,,,0.5,,1.8
652,Moss Lurker,Small,humanoid,,chaotic neutral,15,45,14,14,12,12,10,10,,,"fire, poison","blind, poisoned",1.0,,0.9
653,Mountain Giant,Gargantuan,giant,,neutral evil,20,313,26,10,22,14,20,10,,,"cold, fire, lightning, thunder; bludgeoning","charmed, frightened, paralyzed, petrified, stunned",21.0,"A mountain giant can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The mountain giant regains spent legendary actions at the start of its turn.",10.0
654,Mud Golem,Small,construct,,unaligned,10,27,15,10,13,3,8,1,,"bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine","poison, psychic","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",1.0,,0.9
655,Mule,Medium,beast,,unaligned,10,11,14,10,13,2,10,5,,,,,0.125,,1.8
656,Mummy,Medium,undead,,lawful evil,11,58,16,8,15,6,10,12,fire,,"bludgeoning, piercing, and slashing from nonmagical weapons","necrotic, poisoned",3.0,,1.8
657,Mummy Lord,Medium,undead,,lawful evil,17,97,18,10,17,11,18,16,bludgeoning,,"necrotic, poison; bludgeoning, piercing, and slashing from nonmagical weapons","charmed, exhaustion, frightened, paralyzed, poisoned",15.0,"The mummy lord can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The mummy lord regains spent legendary actions at the start of its turn.",1.8
658,Myling,Small,undead,,chaotic evil,13,45,15,10,12,10,12,10,,"bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","necrotic, poison","charmed, frightened, poisoned, stunned, unconscious",2.0,,0.9
659,Mytholabe,Large,construct,,unaligned,18,152,20,13,18,6,16,1,,"acid, cold, fire, radiant, thunder","poison, psychic; bludgeoning, piercing, and slashing from magical attacks","charmed, exhaustion, frightened, paralyzed, petrified, poisoned, prone",9.0,,3.5
660,Nachzehrer,Medium,undead,,chaotic evil,15,136,20,12,18,10,15,9,,,"necrotic, poison","charmed, exhaustion, frightened, poisoned",8.0,,1.8
661,Naina,Large,dragon,shapechanger,lawful evil,17,231,20,16,21,15,18,18,,"bludgeoning, piercing, and slashing from nonmagical weapons",,"paralyzed, poisoned, unconscious",11.0,,3.5
662,Nalfeshnee,Large,fiend,demon,chaotic evil,18,184,21,10,22,19,12,15,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons",poison,poisoned,13.0,,3.5
663,Nalusa Falaya,Medium,aberration,,neutral evil,13,33,12,15,13,11,13,9,,,,,0.5,,1.8
664,Necrophage Ghast,Medium,undead,,chaotic evil,13,65,10,17,14,16,10,8,,necrotic,poison,"charmed, exhaustion, poisoned",4.0,,1.8
665,Necrotic Tick,Tiny,beast,,unaligned,15,3,2,14,12,1,12,8,,,,,0.25,,0.6
666,Neophron,Medium,fiend,"demon, shapechanger",chaotic evil,16,114,19,16,20,8,16,14,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,poisoned,8.0,,1.8
667,Ngobou,Large,beast,,unaligned,15,85,20,9,16,2,9,6,,,,,5.0,,3.5
668,Nian,Large,monstrosity,,chaotic neutral,13,102,18,11,17,11,16,9,,,poison,"charmed, paralyzed, poisoned",4.0,,3.5
